,Unnamed: 0,meta,memento-datetime,url,data-type,status,1,2,memento-url,filename,downloaded,tweet_content
0,0,"com,twitter)/an_cabraal/status/1041937675765338112",20220313142829,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,S3APU44EDPNWYIBRHGJPZNWSX7DSYMOW,3029,https://web.archive.org/web/20220313142829/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220313142829.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE!"
1,1,"com,twitter)/an_cabraal/status/1041937675765338112",20220314024141,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,6N3VUZDAO7TNB3CYS2L53CCLTOLCBXA3,8415,https://web.archive.org/web/20220314024141/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220314024141.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! @an_cabraal bro? The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW #Incompetentasshole are you happy now? Brace, brace, brace Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work..."
2,2,"com,twitter)/an_cabraal/status/1041937675765338112",20220314152104,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,AVHBXJZPX4UK3S7YQF5ML4YMYSBQ3B67,8743,https://web.archive.org/web/20220314152104/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220314152104.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! @an_cabraal bro? The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/-"
3,3,"com,twitter)/an_cabraal/status/1041937675765338112",20220314155739,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,REOMKWYTAHQVQ7DCCCVGTCEDAJU3RSQH,8737,https://web.archive.org/web/20220314155739/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220314155739.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! @an_cabraal bro? The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/-"
4,4,"com,twitter)/an_cabraal/status/1041937675765338112",20220314162856,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,XQWGBCA63YI7PYQKYJOQH2XQMD55JSDW,8815,https://web.archive.org/web/20220314162856/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220314162856.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! @an_cabraal bro? The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/-"
5,5,"com,twitter)/an_cabraal/status/1041937675765338112",20220315024153,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,IMO5BUO3I4C7XKHKWSIJMNK7NIU4MWW4,8971,https://web.archive.org/web/20220315024153/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220315024153.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! @an_cabraal bro? The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/-"
6,6,"com,twitter)/an_cabraal/status/1041937675765338112",20220315114739,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,N2ZKKEZBFZ223BQFUSTQWIE6KGQGLZIA,9515,https://web.archive.org/web/20220315114739/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220315114739.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
7,7,"com,twitter)/an_cabraal/status/1041937675765338112",20220315141033,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,4YSZHJF3PGAE6ZVA2VL2BKEDWAC6UWFH,6954,https://web.archive.org/web/20220315141033/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220315141033.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
8,8,"com,twitter)/an_cabraal/status/1041937675765338112",20220316114804,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,PPJC6XPPSJDTB4VSRGQ5GADJ36RI77GP,7769,https://web.archive.org/web/20220316114804/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220316114804.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
9,9,"com,twitter)/an_cabraal/status/1041937675765338112",20220316205810,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,WIPIZ4QIZJ2CSYN5MXO3T36MTSY5MLAP,8239,https://web.archive.org/web/20220316205810/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220316205810.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
10,10,"com,twitter)/an_cabraal/status/1041937675765338112",20220317001054,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,PSKDTBFFJDSUJNJET2R56YO2SM4SCSXN,8428,https://web.archive.org/web/20220317001054/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220317001054.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
11,11,"com,twitter)/an_cabraal/status/1041937675765338112",20220317023446,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,RTP3Y65Q6SFEVDL7B73CIPCUAAALMBXE,8348,https://web.archive.org/web/20220317023446/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220317023446.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
12,12,"com,twitter)/an_cabraal/status/1041937675765338112",20220317052532,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,YR5BXISDSUD2LYDBOUX6IFCVHL5ZCIS3,8377,https://web.archive.org/web/20220317052532/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220317052532.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
13,13,"com,twitter)/an_cabraal/status/1041937675765338112",20220318023412,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,77UAJTNSIEY2UNUHUBSFPD32DRMZYSSE,8990,https://web.archive.org/web/20220318023412/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220318023412.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
14,14,"com,twitter)/an_cabraal/status/1041937675765338112",20220322104135,https://twitter.com/an_cabraal/status/1041937675765338112,text/html,200,3XVX645T6TLYYBPAA6FQST6QVVGQMIGM,8705,https://web.archive.org/web/20220322104135/https://twitter.com/an_cabraal/status/1041937675765338112,status-1041937675765338112-20220322104135.html,True,"Rupee soars past 165!
ASPI plunges below 5999!
Sri Lanka: 
BRACE, BRACE, BRACE! The entirety of Sri Lanka;pic.twitter.com/GpP7XiTnbW Ipic.twitter.com/0dSq9RrXSl pic.twitter.com/5SLK6uayhi  Kabba, you must be feeling real smart right now. Brace fr your failures! @ChanakyaDissan1 chee chee Karma at work... 265/- Brace brace brace @an_cabraal @GotabayaR"
